turnout,treated,dormid,treatment_group
1,1,21013027,1
1,1,21013027,1
1,1,21013028,1
1,1,21013028,1
1,1,21013028,1
1,1,21013028,1
1,1,21023031,1
1,1,21023031,1
1,1,21023031,1
1,1,21023031,1
1,1,21023032,1
1,1,21023032,1
1,1,21023032,1
1,1,21023032,1
1,0,21023033,0
1,0,21023033,0
1,0,21023033,0
1,0,21023033,0
1,1,21023034,1
1,1,21023034,1
1,1,21023034,1
1,1,21023034,1
1,1,21023035,1
1,1,21023035,1
1,1,21023035,1
1,1,21023035,1
1,1,21023036,1
1,1,21023036,1
1,1,21023036,1
1,1,21023036,1
1,1,21023037,1
1,1,21023037,1
1,1,21023037,1
1,1,21023037,1
1,0,21023038,0
1,0,21023038,0
1,0,21023038,0
1,0,21023038,0
1,1,21023041,1
1,1,21023041,1
1,1,21023041,1
1,1,21023041,1
1,0,21023042,0
1,0,21023042,0
1,0,21023042,0
1,0,21023042,0
1,0,21023043,1
1,0,21023043,1
1,0,21023043,1
1,0,21023043,1
1,1,21023044,1
1,1,21023044,1
1,1,21023044,1
1,1,21023044,1
1,0,21023045,0
1,0,21023045,0
1,0,21023045,0
1,0,21023045,0
1,1,21023046,1
1,1,21023046,1
1,1,21023046,1
1,1,21023046,1
1,0,21023047,0
1,0,21023047,0
1,0,21023047,0
1,0,21023047,0
1,0,21023048,0
1,0,21023048,0
1,0,21023048,0
1,0,21023048,0
1,0,21033051,0
0,0,21033051,0
1,0,21033051,0
1,0,21033051,0
1,0,21033052,0
1,0,21033052,0
1,0,21033052,0
1,0,21033052,0
1,1,21033053,1
1,1,21033053,1
1,1,21033053,1
1,1,21033053,1
1,1,21033054,1
1,1,21033054,1
1,1,21033054,1
1,1,21033054,1
1,0,21033055,0
1,0,21033055,0
1,0,21033055,0
1,0,21033055,0
1,0,21033056,0
1,0,21033056,0
1,0,21033056,0
1,0,21033056,0
1,0,21033057,0
1,0,21033057,0
1,0,21033057,0
1,0,21033057,0
1,1,21033058,1
1,1,21033058,1
1,1,21033058,1
1,1,21033058,1
1,0,21033061,1
1,0,21033061,1
1,0,21033061,1
1,0,21033061,1
1,1,21033062,1
1,1,21033062,1
1,1,21033062,1
1,1,21033062,1
1,0,21033063,0
1,0,21033063,0
1,0,21033063,0
1,0,21033063,0
1,1,21033064,1
1,1,21033064,1
1,1,21033064,1
1,1,21033064,1
1,1,21033065,1
1,1,21033065,1
1,1,21033065,1
1,1,21033065,1
0,0,21033066,0
0,0,21033066,0
0,0,21033066,0
1,0,21033066,0
1,1,21033067,1
1,1,21033067,1
1,1,21033067,1
1,1,21033067,1
1,1,21033068,1
1,1,21033068,1
1,1,21033068,1
1,1,21033068,1
1,1,22011022,1
1,1,22011022,1
1,1,22011022,1
1,1,22011022,1
1,0,22011024,0
1,0,22011024,0
1,0,22011024,0
1,0,22011024,0
1,1,22011025,1
1,1,22011025,1
1,1,22011025,1
1,1,22011025,1
0,0,22031061,0
1,0,22031061,0
1,0,22031061,0
0,0,22031061,0
1,0,22031062,0
1,0,22031062,0
1,0,22031062,0
1,0,22031062,0
1,0,22031063,0
1,0,22031063,0
1,0,22031063,0
1,0,22031063,0
1,0,22031064,0
1,0,22031064,0
1,0,22031064,0
1,0,22031064,0
1,0,22041077,0
0,0,22041077,0
0,0,22041077,0
1,0,22041077,0
1,1,22041081,1
1,1,22041081,1
0,1,22041081,1
1,1,22041081,1
1,1,22041082,1
1,1,22041082,1
1,1,22041082,1
1,1,22041082,1
0,1,22041083,1
1,1,22041083,1
1,1,22041083,1
1,1,22041083,1
0,0,22041084,0
0,0,22041084,0
0,0,22041084,0
0,0,22041084,0
1,1,22041085,1
1,1,22041085,1
1,1,22041085,1
1,1,22041085,1
1,1,22051093,1
1,1,22051093,1
0,1,22051093,1
1,1,22051093,1
0,0,22051094,1
0,0,22051094,1
0,0,22051094,1
0,0,22051094,1
0,0,22051095,0
0,0,22051095,0
0,0,22051095,0
0,0,22051095,0
1,1,22051096,1
1,1,22051096,1
1,1,22051096,1
1,1,22051096,1
0,1,22051097,1
0,1,22051097,1
0,1,22051097,1
0,1,22051097,1
0,1,22051100,1
1,1,22051100,1
0,1,22051101,1
0,1,22051101,1
0,1,22051101,1
0,1,22051101,1
1,0,22051102,0
0,0,22051102,0
0,0,22051102,0
1,0,22051103,1
1,0,22051103,1
1,0,22051103,1
0,0,22051104,1
1,0,22051104,1
1,0,22051104,1
1,0,22051104,1
1,1,22051105,1
1,1,22051105,1
1,1,22051105,1
1,1,22051105,1
0,1,22061111,1
1,1,22061111,1
1,1,22061111,1
1,1,22061111,1
1,0,22061112,0
1,0,22061112,0
1,0,22061112,0
1,0,22061112,0
1,1,22061113,1
1,1,22061113,1
0,1,22061113,1
0,1,22061113,1
1,1,22061114,1
0,1,22061114,1
1,1,22061114,1
0,1,22061114,1
1,0,22061115,0
1,0,22061115,0
1,0,22061115,0
1,0,22061115,0
0,1,22061116,1
1,1,22061116,1
1,1,22061116,1
0,1,22061116,1
0,0,22061117,0
0,0,22061117,0
0,0,22061117,0
0,0,22061117,0
1,1,22061121,1
1,1,22061121,1
1,1,22061121,1
1,1,22061121,1
,1,22061122,1
,1,22061122,1
1,1,22061122,1
1,0,22061123,0
1,0,22061123,0
1,1,22061124,1
1,1,22061124,1
1,1,22061124,1
1,1,22061124,1
1,0,22061125,1
1,0,22061125,1
1,0,22061125,1
1,1,23022031,1
1,1,23022031,1
1,1,23022031,1
1,1,23022031,1
1,1,23022032,1
0,1,23022032,1
0,1,23022032,1
1,1,23022032,1
1,0,23022033,0
0,0,23022033,0
1,0,23022033,0
1,0,23022033,0
1,0,23022034,0
0,0,23022034,0
1,0,23022034,0
0,0,23022034,0
0,1,23022035,1
0,1,23022035,1
0,1,23022035,1
0,1,23022035,1
1,1,23022041,1
1,1,23022041,1
1,1,23022041,1
1,1,23022041,1
1,0,23022043,0
0,0,23022043,0
1,0,23022043,0
1,0,23022043,0
1,0,23022044,0
0,0,23022044,0
0,0,23022044,0
0,0,23022044,0
0,1,23022045,1
0,1,23022045,1
1,1,23022045,1
0,1,23022045,1
1,1,23022046,1
1,1,23022046,1
1,1,23022046,1
0,1,23022046,1
1,0,23022047,0
1,0,23022047,0
1,0,23022047,0
1,0,23022047,0
1,1,23022942,1
1,1,23022942,1
0,1,23022942,1
1,1,23022942,1
0,0,23032051,1
0,0,23032051,1
1,0,23032051,1
0,0,23032051,1
1,0,23032052,0
0,0,23032052,0
1,0,23032052,0
0,0,23032052,0
1,0,23032053,0
0,0,23032053,0
0,0,23032053,0
1,0,23032053,0
1,0,23032064,0
1,0,23032064,0
1,0,23032064,0
1,0,23032064,0
1,1,23032065,1
1,1,23032065,1
1,1,23032065,1
1,1,23032065,1
1,1,23032066,1
1,1,23032066,1
1,1,23032066,1
1,1,23032066,1
1,0,23032067,0
1,0,23032067,0
1,0,23032067,0
1,0,23032067,0
1,0,24013028,0
1,0,24013028,0
1,0,24013028,0
1,1,24023031,1
1,1,24023031,1
1,1,24023031,1
1,1,24023031,1
1,1,24023032,1
1,1,24023032,1
1,1,24023032,1
1,1,24023032,1
1,0,24023033,0
1,0,24023033,0
1,0,24023033,0
1,0,24023033,0
1,1,24023034,1
1,1,24023034,1
1,1,24023034,1
1,1,24023034,1
1,1,24023035,1
1,1,24023035,1
1,1,24023035,1
1,1,24023035,1
1,1,24033066,1
1,1,24033066,1
1,1,24033066,1
1,1,24033066,1
1,1,24033067,1
1,1,24033067,1
1,1,24033067,1
1,1,24033067,1
1,1,24033068,1
1,1,24033068,1
1,1,24033068,1
1,1,24033068,1
